,A_W,A_L,A_G,A_SEED,A_RK,A_ADJEM,A_ADJOE,A_ADJOE_R,A_ADJDE,A_ADJDE_R,A_ADJ_T,A_ADJ_T_R,A_Luck,A_Luck_R,A_SOS,A_SOS_R,A_OppO,A_OppO_R,A_OppD,A_OppD_R,A_NCSOS,A_NCSOS_R,B_W,B_L,B_G,B_SEED,B_RK,B_ADJEM,B_ADJOE,B_ADJOE_R,B_ADJDE,B_ADJDE_R,B_ADJ_T,B_ADJ_T_R,B_Luck,B_Luck_R,B_SOS,B_SOS_R,B_OppO,B_OppO_R,B_OppD,B_OppD_R,B_NCSOS,B_NCSOS_R,result,year
824,29,11,40,8,13,22.55,118.3,14,95.8,32,64.0,217,-0.025,240,10.73,5,110.5,7,99.8,6,4.19,60,35,1,36,1,6,25.36,117.8,17,92.4,11,63.5,243,-0.009,205,1.04,125,105.8,119,104.8,144,2.89,79,0,2014
825,30,7,37,1,4,26.46,114.8,27,88.3,4,59.5,345,0.012,154,8.67,28,109.4,31,100.8,27,1.57,114,24,10,34,8,36,15.22,112.4,56,97.1,50,67.5,53,0.048,73,7.25,54,108.3,63,101.1,39,0.02,160,0,2014
826,36,3,39,1,3,28.57,116.5,19,88.0,3,61.3,318,0.053,68,9.02,22,109.4,32,100.4,14,2.39,94,26,10,36,9,16,21.89,116.9,18,95.0,25,62.2,295,-0.038,264,7.62,44,108.0,69,100.4,13,-3.66,275,0,2014
827,28,8,36,3,20,21.07,118.9,9,97.8,55,70.2,12,0.064,42,10.77,4,111.1,2,100.4,12,1.44,117,24,10,34,6,29,18.44,112.6,48,94.2,20,69.2,18,0.0,186,8.83,23,110.5,9,101.6,60,1.31,121,0,2014
828,29,9,38,4,9,23.92,118.6,13,94.7,21,64.4,188,-0.003,192,10.44,6,110.2,15,99.7,5,0.57,144,27,5,32,12,32,17.58,112.9,47,95.3,27,64.1,211,0.02,131,0.13,146,104.5,170,104.3,125,0.98,130,0,2014
829,26,11,37,11,42,14.25,113.8,37,99.6,72,63.8,223,0.038,93,6.25,63,107.7,79,101.4,51,-0.57,178,23,13,36,10,34,16.06,112.4,54,96.4,40,65.3,147,0.016,144,9.42,14,110.2,17,100.7,25,2.34,97,0,2014
830,28,9,37,2,12,23.44,123.9,3,100.5,89,61.0,330,0.047,76,11.65,2,110.3,12,98.6,1,0.62,142,24,13,37,11,10,23.69,117.9,15,94.2,19,61.6,313,-0.099,341,8.12,36,108.9,46,100.8,29,1.46,115,0,2014
831,32,8,40,7,15,22.13,113.6,39,91.5,10,63.2,254,0.08,23,9.43,13,109.7,24,100.3,11,0.91,134,28,8,36,3,20,21.07,118.9,9,97.8,55,70.2,12,0.064,42,10.77,4,111.1,2,100.4,12,1.44,117,0,2014
832,30,8,38,2,5,25.89,122.0,4,96.1,35,62.4,286,0.019,133,11.44,3,110.2,13,98.8,2,3.33,68,26,12,38,6,26,19.39,118.9,10,99.5,70,61.3,319,0.012,157,10.31,7,111.0,3,100.6,20,-0.36,171,0,2014
833,33,5,38,1,2,30.11,116.5,20,86.4,1,62.8,272,0.014,151,9.3,17,109.9,20,100.6,18,1.62,113,31,5,36,4,23,20.38,110.4,86,90.0,7,62.3,294,0.067,37,5.18,79,108.0,68,102.8,96,2.71,86,0,2014
834,29,9,38,4,9,23.92,118.6,13,94.7,21,64.4,188,-0.003,192,10.44,6,110.2,15,99.7,5,0.57,144,30,7,37,1,4,26.46,114.8,27,88.3,4,59.5,345,0.012,154,8.67,28,109.4,31,100.8,27,1.57,114,0,2014
835,36,3,39,1,3,28.57,116.5,19,88.0,3,61.3,318,0.053,68,9.02,22,109.4,32,100.4,14,2.39,94,28,9,37,4,14,22.53,118.7,11,96.1,37,68.4,33,-0.019,224,7.63,43,109.1,39,101.5,58,-3.26,262,0,2014
836,29,11,40,8,13,22.55,118.3,14,95.8,32,64.0,217,-0.025,240,10.73,5,110.5,7,99.8,6,4.19,60,31,6,37,4,1,30.41,118.9,7,88.5,5,67.2,60,-0.045,278,4.31,95,107.0,100,102.7,93,-4.65,295,0,2014
837,30,8,38,2,5,25.89,122.0,4,96.1,35,62.4,286,0.019,133,11.44,3,110.2,13,98.8,2,3.33,68,33,5,38,1,2,30.11,116.5,20,86.4,1,62.8,272,0.014,151,9.3,17,109.9,20,100.6,18,1.62,113,0,2014
838,36,3,39,1,3,28.57,116.5,19,88.0,3,61.3,318,0.053,68,9.02,22,109.4,32,100.4,14,2.39,94,26,11,37,11,42,14.25,113.8,37,99.6,72,63.8,223,0.038,93,6.25,63,107.7,79,101.4,51,-0.57,178,0,2014
839,32,8,40,7,15,22.13,113.6,39,91.5,10,63.2,254,0.08,23,9.43,13,109.7,24,100.3,11,0.91,134,29,9,38,4,9,23.92,118.6,13,94.7,21,64.4,188,-0.003,192,10.44,6,110.2,15,99.7,5,0.57,144,0,2014
840,29,11,40,8,13,22.55,118.3,14,95.8,32,64.0,217,-0.025,240,10.73,5,110.5,7,99.8,6,4.19,60,28,9,37,2,12,23.44,123.9,3,100.5,89,61.0,330,0.047,76,11.65,2,110.3,12,98.6,1,0.62,142,0,2014
841,32,8,40,7,15,22.13,113.6,39,91.5,10,63.2,254,0.08,23,9.43,13,109.7,24,100.3,11,0.91,134,36,3,39,1,3,28.57,116.5,19,88.0,3,61.3,318,0.053,68,9.02,22,109.4,32,100.4,14,2.39,94,0,2014
842,29,11,40,8,13,22.55,118.3,14,95.8,32,64.0,217,-0.025,240,10.73,5,110.5,7,99.8,6,4.19,60,30,8,38,2,5,25.89,122.0,4,96.1,35,62.4,286,0.019,133,11.44,3,110.2,13,98.8,2,3.33,68,0,2014
843,32,8,40,7,15,22.13,113.6,39,91.5,10,63.2,254,0.08,23,9.43,13,109.7,24,100.3,11,0.91,134,29,11,40,8,13,22.55,118.3,14,95.8,32,64.0,217,-0.025,240,10.73,5,110.5,7,99.8,6,4.19,60,0,2014
844,20,15,35,16,184,-1.39,103.1,197,104.5,172,65.4,118,0.055,54,-4.59,264,102.7,233,107.3,287,2.49,86,23,12,35,16,143,2.26,108.4,88,106.2,204,67.1,51,-0.022,230,-7.19,331,101.0,312,108.2,321,2.23,91,0,2015
845,17,18,35,16,251,-7.4,96.6,303,104.0,164,69.2,15,0.031,105,-7.48,336,99.5,337,106.9,271,-0.55,176,19,14,33,16,162,0.31,101.9,224,101.6,119,67.7,30,-0.001,186,-3.59,234,102.0,275,105.6,219,-0.4,169,0,2015
846,27,9,36,11,42,14.24,109.2,75,95.0,30,63.4,229,0.022,132,3.39,88,105.4,107,102.0,81,0.07,158,25,9,34,11,47,13.85,111.9,50,98.1,63,62.8,259,0.009,165,0.94,121,104.8,116,103.9,133,-0.31,166,0,2015
847,21,13,34,11,46,13.88,114.5,28,100.6,104,66.2,78,-0.033,259,7.1,49,107.3,68,100.2,31,-1.19,193,25,10,35,11,28,16.69,119.4,10,102.7,139,70.4,5,-0.055,307,3.96,83,107.0,74,103.0,105,3.78,51,0,2015
848,23,11,34,6,20,20.09,110.2,64,90.1,8,63.2,243,-0.023,233,9.72,17,110.6,4,100.9,48,0.69,133,20,14,34,11,24,18.94,112.4,47,93.4,14,62.0,290,-0.079,329,9.52,20,108.3,33,98.8,8,-2.47,234,0,2015
849,25,10,35,5,25,17.64,112.6,43,94.9,29,67.9,28,0.087,15,9.56,19,108.9,24,99.3,13,-2.65,243,23,10,33,12,58,11.87,111.3,57,99.4,87,68.3,23,0.001,182,1.83,110,106.0,90,104.2,149,0.81,130,0,2015
850,27,9,36,11,42,14.24,109.2,75,95.0,30,63.4,229,0.022,132,3.39,88,105.4,107,102.0,81,0.07,158,22,12,34,6,27,16.72,112.6,42,95.9,42,65.2,129,0.038,85,10.26,11,109.7,10,99.4,15,2.18,93,0,2015
851,26,9,35,5,8,27.24,116.4,17,89.2,6,60.5,328,-0.054,301,8.19,33,108.8,26,100.6,44,0.6,138,29,5,34,12,51,13.64,113.9,32,100.3,98,65.4,114,0.02,134,-5.56,299,102.2,260,107.7,306,0.63,135,0,2015
852,26,10,36,8,45,13.88,115.2,23,101.3,114,66.6,68,0.119,5,7.28,46,108.4,32,101.1,53,-2.34,227,18,14,32,9,38,14.92,111.8,51,96.8,53,63.3,238,-0.045,287,10.42,8,108.2,41,97.8,2,-1.65,208,0,2015
853,22,14,36,11,40,14.65,112.9,40,98.2,66,65.8,101,0.032,100,8.4,27,107.9,49,99.5,18,2.63,82,27,7,34,6,26,17.51,113.1,37,95.6,40,63.1,250,-0.004,193,2.52,99,105.3,109,102.8,100,0.99,127,0,2015
854,20,16,36,14,135,3.06,104.9,163,101.9,126,64.7,151,0.025,119,0.29,136,103.9,163,103.6,121,3.4,61,25,9,34,3,16,21.49,119.0,12,97.5,59,69.6,10,0.005,173,10.59,6,109.0,18,98.5,4,-1.18,192,0,2015
855,22,12,34,7,23,19.02,114.2,30,95.1,34,63.7,209,-0.007,203,8.58,25,108.9,21,100.4,38,-1.58,205,24,8,32,10,36,15.0,119.7,9,104.7,176,66.7,62,0.056,53,3.16,93,105.3,108,102.2,87,-3.78,274,0,2015
856,23,14,37,6,21,19.49,116.6,15,97.1,56,65.0,137,-0.062,317,10.29,10,109.5,12,99.2,10,2.07,94,21,13,34,11,46,13.88,114.5,28,100.6,104,66.2,78,-0.033,259,7.1,49,107.3,68,100.2,31,-1.19,193,0,2015
857,31,4,35,5,18,20.98,116.3,18,95.3,36,58.2,348,0.018,140,1.42,116,104.4,137,103.0,104,0.61,137,25,10,35,12,109,5.67,104.8,164,99.1,80,59.1,343,0.083,21,-1.04,161,103.0,210,104.1,141,-10.31,343,0,2015
858,22,11,33,4,22,19.13,114.3,29,95.1,33,64.0,192,-0.0,183,10.23,12,110.5,5,100.3,33,3.24,63,26,9,35,13,133,3.25,112.9,39,109.6,283,68.2,24,0.067,40,-3.75,241,104.2,148,108.0,317,3.94,48,0,2015
859,23,11,34,8,43,14.15,108.2,94,94.0,17,59.8,339,-0.016,220,3.39,87,104.9,114,101.5,68,1.69,108,21,13,34,9,44,13.96,110.9,61,97.0,54,64.3,173,-0.006,201,7.45,44,109.0,17,101.6,75,-2.75,245,0,2015
860,22,14,36,8,32,15.93,114.9,25,98.9,76,64.1,188,-0.003,191,9.84,16,109.3,15,99.5,16,-0.65,179,22,11,33,9,49,13.76,108.9,81,95.1,32,69.3,12,-0.043,283,5.09,74,106.2,83,101.2,60,-4.77,301,0,2015
861,27,9,36,4,17,21.21,110.2,66,88.9,4,64.6,155,0.027,115,9.69,18,109.5,11,99.8,19,-2.36,228,21,13,34,13,91,7.09,106.3,129,99.2,82,63.4,227,-0.022,231,0.9,127,104.7,123,103.8,128,2.29,90,0,2015
862,25,10,35,14,68,10.32,111.6,52,101.3,112,62.4,275,-0.003,192,-1.47,174,102.4,249,103.9,132,3.63,54,24,10,34,3,14,22.14,116.6,13,94.5,23,61.5,307,-0.035,268,10.22,13,108.9,22,98.7,6,-0.51,172,0,2015
863,24,11,35,3,11,22.8,112.5,46,89.7,7,66.7,63,-0.045,285,11.0,5,110.2,8,99.2,9,1.05,123,24,9,33,14,131,3.29,107.2,116,103.9,162,60.8,323,0.054,56,-5.5,297,100.4,325,105.9,229,0.18,154,0,2015
864,33,3,36,1,5,30.65,122.7,4,92.0,12,64.2,183,0.031,104,7.67,41,108.2,42,100.6,43,0.23,152,20,13,33,16,193,-2.14,112.9,38,115.1,338,64.6,160,0.097,10,-4.01,246,103.0,215,107.0,272,-0.45,170,0,2015
865,34,4,38,2,4,32.36,119.9,7,87.5,3,65.8,102,-0.033,258,7.37,45,108.3,38,100.9,49,0.09,157,22,13,35,15,213,-3.84,104.1,177,107.9,241,63.3,240,0.128,1,-6.74,323,100.0,333,106.8,263,15.16,2,0,2015
866,27,9,36,2,12,22.72,114.5,27,91.8,9,67.0,56,0.07,33,13.17,1,110.6,3,97.4,1,9.57,8,23,11,34,15,98,6.63,107.4,111,100.8,106,63.0,254,-0.042,277,-5.37,290,101.1,310,106.5,254,1.78,105,0,2015
867,35,4,39,1,3,32.48,124.5,3,92.0,11,65.8,104,0.067,38,11.17,3,110.7,2,99.5,17,1.31,117,20,15,35,16,184,-1.39,103.1,197,104.5,172,65.4,118,0.055,54,-4.59,264,102.7,233,107.3,287,2.49,86,0,2015
868,35,3,38,2,7,27.78,121.7,5,93.9,16,64.7,154,0.018,138,4.37,80,107.3,67,102.9,103,3.0,66,23,10,33,15,152,1.41,103.8,181,102.4,134,60.8,324,0.105,6,-4.21,257,102.9,221,107.1,275,-5.5,314,0,2015
869,24,11,35,10,19,20.75,115.6,22,94.8,25,65.2,132,-0.043,280,6.76,55,108.1,45,101.4,64,-7.41,334,26,10,36,7,30,16.27,111.1,58,94.9,26,66.5,70,0.043,75,6.65,57,107.9,50,101.2,63,8.77,12,0,2015
870,27,9,36,8,31,15.95,104.9,162,89.0,5,60.4,333,0.026,118,3.63,85,106.1,86,102.5,96,3.5,57,21,12,33,9,50,13.7,110.7,62,97.0,55,66.7,61,0.05,65,8.72,24,109.0,20,100.3,36,-1.5,204,0,2015
871,30,5,35,7,13,22.21,115.8,19,93.6,15,62.3,279,0.022,131,3.24,91,105.5,103,102.3,90,3.44,58,20,14,34,10,48,13.83,119.8,8,106.0,200,66.6,69,-0.044,284,6.92,51,107.8,52,100.9,50,-5.96,322,0,2015
872,30,4,34,2,6,30.06,115.6,21,85.5,2,58.0,349,0.023,128,8.21,32,108.5,31,100.3,37,0.46,142,22,11,33,15,142,2.27,110.2,65,107.9,240,66.9,57,0.065,41,-3.33,225,102.4,250,105.7,222,-1.68,209,0,2015
873,27,12,39,7,15,21.72,116.6,14,94.9,27,63.1,248,-0.017,222,10.49,7,110.3,7,99.8,20,-0.88,184,21,12,33,10,35,15.09,109.6,70,94.5,22,64.1,184,0.001,181,8.73,23,108.6,30,99.9,22,1.41,116,0,2015
874,26,12,38,4,10,23.85,119.1,11,95.3,37,69.2,16,-0.026,244,12.76,2,111.1,1,98.3,3,7.64,15,22,8,30,13,75,9.23,104.8,165,95.6,39,61.1,317,0.091,13,-0.18,145,104.3,146,104.5,158,0.36,145,0,2015
875,38,1,39,1,1,36.91,121.3,6,84.4,1,62.4,274,0.048,68,8.58,26,108.7,27,100.1,27,3.13,64,17,18,35,16,251,-7.4,96.6,303,104.0,164,69.2,15,0.031,105,-7.48,336,99.5,337,106.9,271,-0.55,176,0,2015
876,32,6,38,3,9,24.96,125.4,2,100.4,99,63.4,226,0.062,47,7.59,42,107.7,57,100.1,26,-11.62,347,23,12,35,14,117,5.12,108.3,93,103.1,148,63.3,237,0.025,122,-1.29,168,104.5,132,105.7,226,1.8,104,0,2015
877,28,7,35,4,33,15.68,111.3,56,95.7,41,63.9,199,0.127,2,7.15,48,108.3,37,101.1,57,-3.33,258,28,6,34,13,64,11.13,107.4,112,96.3,45,62.3,278,0.053,60,-2.06,191,104.2,153,106.3,242,-3.69,271,0,2015
878,36,4,40,1,2,33.72,129.0,1,95.2,35,58.7,345,0.015,146,11.03,4,109.8,9,98.8,7,5.3,29,24,10,34,16,140,2.38,106.7,119,104.3,170,64.1,190,0.006,171,-6.45,319,102.2,261,108.6,337,-1.05,187,0,2015
879,27,9,36,5,29,16.44,114.7,26,98.3,67,69.3,13,0.045,72,6.09,64,107.2,71,101.1,59,-3.44,263,28,7,35,12,96,6.72,105.2,158,98.5,70,60.5,331,0.122,3,-3.98,245,104.0,158,108.0,318,6.79,18,0,2015
880,32,6,38,3,9,24.96,125.4,2,100.4,99,63.4,226,0.062,47,7.59,42,107.7,57,100.1,26,-11.62,347,23,11,34,6,20,20.09,110.2,64,90.1,8,63.2,243,-0.023,233,9.72,17,110.6,4,100.9,48,0.69,133,0,2015
881,24,11,35,3,11,22.8,112.5,46,89.7,7,66.7,63,-0.045,285,11.0,5,110.2,8,99.2,9,1.05,123,27,9,36,11,42,14.24,109.2,75,95.0,30,63.4,229,0.022,132,3.39,88,105.4,107,102.0,81,0.07,158,0,2015
882,26,9,35,5,8,27.24,116.4,17,89.2,6,60.5,328,-0.054,301,8.19,33,108.8,26,100.6,44,0.6,138,22,11,33,4,22,19.13,114.3,29,95.1,33,64.0,192,-0.0,183,10.23,12,110.5,5,100.3,33,3.24,63,0,2015
883,35,3,38,2,7,27.78,121.7,5,93.9,16,64.7,154,0.018,138,4.37,80,107.3,67,102.9,103,3.0,66,22,12,34,7,23,19.02,114.2,30,95.1,34,63.7,209,-0.007,203,8.58,25,108.9,21,100.4,38,-1.58,205,0,2015
884,23,14,37,6,21,19.49,116.6,15,97.1,56,65.0,137,-0.062,317,10.29,10,109.5,12,99.2,10,2.07,94,25,10,35,14,68,10.32,111.6,52,101.3,112,62.4,275,-0.003,192,-1.47,174,102.4,249,103.9,132,3.63,54,0,2015
885,27,9,36,4,17,21.21,110.2,66,88.9,4,64.6,155,0.027,115,9.69,18,109.5,11,99.8,19,-2.36,228,31,4,35,5,18,20.98,116.3,18,95.3,36,58.2,348,0.018,140,1.42,116,104.4,137,103.0,104,0.61,137,0,2015
886,22,14,36,8,32,15.93,114.9,25,98.9,76,64.1,188,-0.003,191,9.84,16,109.3,15,99.5,16,-0.65,179,33,3,36,1,5,30.65,122.7,4,92.0,12,64.2,183,0.031,104,7.67,41,108.2,42,100.6,43,0.23,152,0,2015
887,35,4,39,1,3,32.48,124.5,3,92.0,11,65.8,104,0.067,38,11.17,3,110.7,2,99.5,17,1.31,117,27,9,36,8,31,15.95,104.9,162,89.0,5,60.4,333,0.026,118,3.63,85,106.1,86,102.5,96,3.5,57,0,2015
888,34,4,38,2,4,32.36,119.9,7,87.5,3,65.8,102,-0.033,258,7.37,45,108.3,38,100.9,49,0.09,157,24,11,35,10,19,20.75,115.6,22,94.8,25,65.2,132,-0.043,280,6.76,55,108.1,45,101.4,64,-7.41,334,0,2015
889,30,5,35,7,13,22.21,115.8,19,93.6,15,62.3,279,0.022,131,3.24,91,105.5,103,102.3,90,3.44,58,27,9,36,2,12,22.72,114.5,27,91.8,9,67.0,56,0.07,33,13.17,1,110.6,3,97.4,1,9.57,8,0,2015
890,22,14,36,11,40,14.65,112.9,40,98.2,66,65.8,101,0.032,100,8.4,27,107.9,49,99.5,18,2.63,82,20,16,36,14,135,3.06,104.9,163,101.9,126,64.7,151,0.025,119,0.29,136,103.9,163,103.6,121,3.4,61,0,2015
891,27,12,39,7,15,21.72,116.6,14,94.9,27,63.1,248,-0.017,222,10.49,7,110.3,7,99.8,20,-0.88,184,30,4,34,2,6,30.06,115.6,21,85.5,2,58.0,349,0.023,128,8.21,32,108.5,31,100.3,37,0.46,142,0,2015
892,38,1,39,1,1,36.91,121.3,6,84.4,1,62.4,274,0.048,68,8.58,26,108.7,27,100.1,27,3.13,64,23,11,34,8,43,14.15,108.2,94,94.0,17,59.8,339,-0.016,220,3.39,87,104.9,114,101.5,68,1.69,108,0,2015
893,25,10,35,5,25,17.64,112.6,43,94.9,29,67.9,28,0.087,15,9.56,19,108.9,24,99.3,13,-2.65,243,28,7,35,4,33,15.68,111.3,56,95.7,41,63.9,199,0.127,2,7.15,48,108.3,37,101.1,57,-3.33,258,0,2015
894,36,4,40,1,2,33.72,129.0,1,95.2,35,58.7,345,0.015,146,11.03,4,109.8,9,98.8,7,5.3,29,26,10,36,8,45,13.88,115.2,23,101.3,114,66.6,68,0.119,5,7.28,46,108.4,32,101.1,53,-2.34,227,0,2015
895,26,12,38,4,10,23.85,119.1,11,95.3,37,69.2,16,-0.026,244,12.76,2,111.1,1,98.3,3,7.64,15,27,9,36,5,29,16.44,114.7,26,98.3,67,69.3,13,0.045,72,6.09,64,107.2,71,101.1,59,-3.44,263,0,2015
896,34,4,38,2,4,32.36,119.9,7,87.5,3,65.8,102,-0.033,258,7.37,45,108.3,38,100.9,49,0.09,157,23,14,37,6,21,19.49,116.6,15,97.1,56,65.0,137,-0.062,317,10.29,10,109.5,12,99.2,10,2.07,94,0,2015
897,27,9,36,4,17,21.21,110.2,66,88.9,4,64.6,155,0.027,115,9.69,18,109.5,11,99.8,19,-2.36,228,22,14,36,8,32,15.93,114.9,25,98.9,76,64.1,188,-0.003,191,9.84,16,109.3,15,99.5,16,-0.65,179,0,2015
898,27,12,39,7,15,21.72,116.6,14,94.9,27,63.1,248,-0.017,222,10.49,7,110.3,7,99.8,20,-0.88,184,24,11,35,3,11,22.8,112.5,46,89.7,7,66.7,63,-0.045,285,11.0,5,110.2,8,99.2,9,1.05,123,0,2015
899,35,4,39,1,3,32.48,124.5,3,92.0,11,65.8,104,0.067,38,11.17,3,110.7,2,99.5,17,1.31,117,26,9,35,5,8,27.24,116.4,17,89.2,6,60.5,328,-0.054,301,8.19,33,108.8,26,100.6,44,0.6,138,0,2015
900,35,3,38,2,7,27.78,121.7,5,93.9,16,64.7,154,0.018,138,4.37,80,107.3,67,102.9,103,3.0,66,22,14,36,11,40,14.65,112.9,40,98.2,66,65.8,101,0.032,100,8.4,27,107.9,49,99.5,18,2.63,82,0,2015
901,38,1,39,1,1,36.91,121.3,6,84.4,1,62.4,274,0.048,68,8.58,26,108.7,27,100.1,27,3.13,64,25,10,35,5,25,17.64,112.6,43,94.9,29,67.9,28,0.087,15,9.56,19,108.9,24,99.3,13,-2.65,243,0,2015
902,32,6,38,3,9,24.96,125.4,2,100.4,99,63.4,226,0.062,47,7.59,42,107.7,57,100.1,26,-11.62,347,30,5,35,7,13,22.21,115.8,19,93.6,15,62.3,279,0.022,131,3.24,91,105.5,103,102.3,90,3.44,58,0,2015
903,36,4,40,1,2,33.72,129.0,1,95.2,35,58.7,345,0.015,146,11.03,4,109.8,9,98.8,7,5.3,29,26,12,38,4,10,23.85,119.1,11,95.3,37,69.2,16,-0.026,244,12.76,2,111.1,1,98.3,3,7.64,15,0,2015
904,35,4,39,1,3,32.48,124.5,3,92.0,11,65.8,104,0.067,38,11.17,3,110.7,2,99.5,17,1.31,117,35,3,38,2,7,27.78,121.7,5,93.9,16,64.7,154,0.018,138,4.37,80,107.3,67,102.9,103,3.0,66,0,2015
905,27,12,39,7,15,21.72,116.6,14,94.9,27,63.1,248,-0.017,222,10.49,7,110.3,7,99.8,20,-0.88,184,27,9,36,4,17,21.21,110.2,66,88.9,4,64.6,155,0.027,115,9.69,18,109.5,11,99.8,19,-2.36,228,0,2015
906,38,1,39,1,1,36.91,121.3,6,84.4,1,62.4,274,0.048,68,8.58,26,108.7,27,100.1,27,3.13,64,32,6,38,3,9,24.96,125.4,2,100.4,99,63.4,226,0.062,47,7.59,42,107.7,57,100.1,26,-11.62,347,0,2015
907,36,4,40,1,2,33.72,129.0,1,95.2,35,58.7,345,0.015,146,11.03,4,109.8,9,98.8,7,5.3,29,34,4,38,2,4,32.36,119.9,7,87.5,3,65.8,102,-0.033,258,7.37,45,108.3,38,100.9,49,0.09,157,0,2015
908,35,4,39,1,3,32.48,124.5,3,92.0,11,65.8,104,0.067,38,11.17,3,110.7,2,99.5,17,1.31,117,27,12,39,7,15,21.72,116.6,14,94.9,27,63.1,248,-0.017,222,10.49,7,110.3,7,99.8,20,-0.88,184,0,2015
909,36,4,40,1,2,33.72,129.0,1,95.2,35,58.7,345,0.015,146,11.03,4,109.8,9,98.8,7,5.3,29,38,1,39,1,1,36.91,121.3,6,84.4,1,62.4,274,0.048,68,8.58,26,108.7,27,100.1,27,3.13,64,0,2015
910,35,4,39,1,3,32.48,124.5,3,92.0,11,65.8,104,0.067,38,11.17,3,110.7,2,99.5,17,1.31,117,36,4,40,1,2,33.72,129.0,1,95.2,35,58.7,345,0.015,146,11.03,4,109.8,9,98.8,7,5.3,29,0,2015
911,21,14,35,16,162,-0.08,103.6,189,103.7,148,67.0,240,-0.038,274,-5.83,285,104.1,191,110.0,349,-1.87,219,18,15,33,16,280,-10.63,104.4,177,115.0,334,71.5,43,0.097,16,-9.44,338,98.7,345,108.1,299,-0.17,169,0,2016
912,15,20,35,16,285,-11.39,97.1,307,108.5,241,63.6,339,0.065,39,-6.09,290,101.9,288,108.0,294,-6.27,313,22,13,35,16,229,-5.75,100.5,248,106.3,198,68.9,126,0.04,83,-8.52,332,99.1,340,107.6,273,3.49,70,0,2016
913,23,13,36,11,50,14.15,114.6,30,100.5,92,65.8,289,0.013,146,8.96,35,110.1,29,101.1,48,-2.15,226,20,12,32,11,65,11.5,111.2,69,99.7,79,68.4,149,-0.003,181,5.54,76,107.0,84,101.4,60,1.46,127,0,2016
914,19,14,33,11,25,18.76,113.6,40,94.9,23,67.8,184,-0.106,346,8.6,40,109.2,44,100.6,31,3.68,65,26,9,35,11,13,22.53,111.3,67,88.7,1,66.0,276,-0.079,333,3.61,88,104.8,154,101.2,51,6.45,24,1,2016
915,25,9,34,6,29,18.27,111.1,72,92.9,10,69.7,92,0.016,132,8.55,41,108.5,61,100.0,14,-2.92,247,28,8,36,11,21,20.82,116.3,22,95.5,27,67.3,218,-0.038,273,3.51,90,107.3,77,103.8,118,6.12,25,1,2016
916,22,12,34,5,24,19.06,118.9,14,99.8,84,66.6,252,-0.012,211,11.21,11,109.7,34,98.4,2,-3.12,257,23,7,30,12,47,14.33,110.4,88,96.0,34,66.0,275,0.026,105,-0.85,169,105.5,122,106.4,209,-1.0,193,1,2016
917,25,8,33,7,59,12.63,106.6,146,94.0,15,67.8,183,0.082,28,3.89,86,107.3,75,103.4,109,2.58,91,23,14,37,10,27,18.57,112.7,50,94.1,18,65.0,314,-0.027,249,10.21,18,110.9,12,100.7,33,-0.82,180,1,2016
918,21,13,34,8,49,14.25,113.9,35,99.7,80,71.0,54,-0.028,251,7.61,53,108.7,57,101.1,46,-1.65,211,24,11,35,9,44,14.49,110.0,92,95.5,28,68.4,150,0.062,42,8.93,36,109.5,39,100.6,32,-3.13,259,1,2016
919,23,11,34,4,28,18.32,112.5,53,94.2,19,68.1,162,-0.053,300,7.65,52,109.4,40,101.8,70,-2.58,234,28,6,34,13,60,12.16,108.2,112,96.1,35,70.6,58,0.013,142,-2.32,204,102.5,258,104.9,149,-8.92,341,1,2016
920,27,9,36,3,33,16.79,115.6,26,98.8,60,65.3,305,0.112,9,9.79,21,109.8,33,100.0,12,1.9,114,25,10,35,14,108,6.63,107.4,127,100.8,99,69.0,121,0.085,23,1.65,121,105.3,135,103.7,114,-2.89,244,0,2016
921,28,8,36,8,43,15.37,114.3,32,98.9,63,70.2,78,0.03,95,4.66,80,107.0,85,102.3,82,1.97,109,22,11,33,9,32,17.06,111.2,70,94.1,16,64.0,333,-0.067,322,5.2,77,107.3,79,102.1,75,-1.21,197,0,2016
922,31,7,38,1,12,22.68,119.1,13,96.4,37,68.1,167,0.041,81,9.06,33,109.0,47,100.0,13,1.04,139,15,20,35,16,285,-11.39,97.1,307,108.5,241,63.6,339,0.065,39,-6.09,290,101.9,288,108.0,294,-6.27,313,0,2016
923,22,11,33,7,23,20.24,116.1,25,95.9,30,68.8,131,-0.071,327,9.12,30,110.2,26,101.1,49,1.28,132,21,12,33,10,86,8.82,107.0,139,98.1,52,65.9,283,0.095,17,6.33,67,107.8,69,101.5,61,3.7,63,0,2016
924,19,13,32,8,54,13.78,113.2,46,99.4,72,66.0,273,0.028,101,10.66,15,110.4,22,99.7,8,0.62,151,22,11,33,9,30,17.27,118.0,15,100.7,97,67.9,178,-0.009,201,8.1,47,108.5,62,100.4,25,-4.1,282,1,2016
925,28,6,34,2,14,22.52,117.1,18,94.6,22,71.9,32,0.047,68,8.16,45,108.2,64,100.0,16,1.73,116,26,9,35,15,142,2.45,103.4,191,100.9,102,66.8,243,0.019,124,-5.67,282,103.3,228,109.0,333,1.16,137,0,2016
